CMU_ID_new,CLTV
00493766-8190-483b-b7fb-8746e8d7cdf2,66.1709548
00496e8e-5ada-4545-bab5-13269b114fd6,51006.1982
004bf925-85db-4766-ae28-48d897646c79,119804.575
004d7917-db76-4117-889f-c01d7b4b575b,117244.56
004de918-1687-4d41-888e-50f6b230fb43,289568.625
004f4cee-fe4e-4b31-8e05-3bbd3da755da,768468.373
005220a2-a36d-450c-b284-b894ca9463c7,81819.3513
00529bd5-f1ba-4929-95e3-ee24f8a83587,2063082.45
0052d12d-dd58-4f4a-a240-3cf906df32f4,1497151.57
005769c7-dbda-4b27-afaa-7b4eda95fa2c,85992.2395
0058e910-3856-4436-8b87-29f1222fe509,300739.987
005d4775-5bfc-491b-8b77-8d6f53b0f6fa,255762.232
0061e844-fc05-4296-a10b-467451890770,729957.081
00620368-bcf0-4bf4-ad5c-83564346a44c,109090.067
006219bd-ea72-44e3-a805-61b896c4c0f4,396937.659
00644b15-b0b9-48ea-99d5-f16581fcb18f,12698.089
00663946-e418-488d-bec3-0ad107315198,1195271.14
0070d2f8-2526-44c8-b1d6-c55caa819dbc,152723.939
00713111-bd44-452e-8977-4601f07f6f8a,120528.283
00736546-ad01-44ea-9b1f-53a32a1e57eb,0
00749139-249e-4d7c-81a9-07a2af2143d5,200691
00792491-cddc-456a-b02a-631af62329ef,122364.367
007c7372-043c-4a7c-958b-3695871063c5,577106.894
007d32bc-427e-46db-9e66-1f9fa61ba7c9,26256.5245
007e398e-659b-4e0d-b475-088d8713bb8d,113276.15
007ee6fb-834d-451d-9a3f-ca1ba2b8f223,2720.06798
007fd9ba-091a-49e0-8014-ce1f6629b01a,18465.7439
0080d706-d03e-4f35-89be-00f9e029419d,919540.843
0081b4fe-4d00-42bb-9f37-877daa605b6e,1718573.04
0081cb21-eb9a-4806-a51a-42531066d396,71411694.6
00823bce-de5d-41f8-ad87-4a7617144378,29472.8058
00825edd-6f65-4b5f-b4a5-572745f2fc97,520.05252
008775b2-7e92-4413-ab29-fc2eb8a59d27,4131065.55
0088e4a0-bc76-4485-b8de-9739bac7d926,860072.951
008a8d96-7a43-4212-9247-9411049f9e66,2422.68372
008b4aa7-b960-4c0b-950b-1493cb70805a,44813575.7
0092133b-caf4-4518-b78e-6d0ace8963f6,458.872467
00944080-0f0c-45a9-878e-1c80bf933757,14577.466
00957785-de78-450d-b296-b16dd5cfeddb,1359143.22
00970d1a-2fe4-4d78-bea8-a012ad8a9790,42247455.4
009a173b-cf45-4c20-961e-ef585400af1b,83818.1648
009a5e5d-f375-4aca-a46b-af47d233deb7,291728.048
009abfdc-45c3-4ff8-a2ad-d8d2c8b3e95c,96224.3213
009b6c05-d8e5-4551-bca0-c35528dba2e1,0
009f6bf3-1725-4c44-9f1d-9e60c6b59684,1557565.8
00a8bf04-d04a-4252-8ab8-1209cdc50636,1592794.02
00ac77ff-402e-40fd-910e-93c91f592f20,11372598.1
00affa74-46a7-40c0-809a-db024cc76179,1474841.53
00b02091-8bf7-4fa8-8d17-c3c89dfe3235,22431.9551
00b3ae1c-92ea-48fa-b639-4bb19a0c7012,506944.183
00b581ec-1e37-43df-8eee-e1c198099afe,2271.54492
00b99c1f-1a48-4041-86a3-981cd06865fe,2555110.52
00bb873f-7a4c-44c3-b832-c8a637e1b318,20694.2696
00bc79ff-9782-4a78-b44d-317762b85b1c,865258.494
00bdbeec-3663-4a6e-9e66-bcff1071f03e,53240.8182
00bec31c-baea-45a7-b186-4e4eb8572ca4,2120856.61
00c05102-91c5-4307-a0d0-9bf415be0c14,7851095.07
00c88d29-16c6-491e-bd65-7eb91a0df45d,451.490317
00c93ebd-aedb-4762-a6a8-56b26b4cac47,23004.1605
00c99350-bd5a-4aac-b918-2d9336ca6615,136459.106
00cd7fce-4f72-44c3-9e63-4ca03bfcc344,7294850.23
00cdc566-2537-423c-9c2e-e67527947348,1469.15971
00d0506b-2f51-4966-a7ed-6a149d3fa0ea,239477.517
00d0b1f2-ab6b-43ae-96b6-36b16ccc8cb5,688261.39
00d1218d-8427-4941-a250-c6fda76fdbf5,0
00d123ba-7958-49c4-a456-a20acb6070a8,260606.06
00d32f84-d428-4bb1-b6f8-5777f7b2187f,316323.339
00d6010a-2bc2-4933-a9aa-7472f3d8cb32,29374278.5
00d9c9da-c8d7-4f75-89a5-4c465928d962,580887.495
00db6ac5-84d3-4184-a7a8-76e65d78a73e,0
00ddb518-b31c-4572-894d-34c25f0abb6f,14628771.3
00def656-271d-4ae1-bf8a-1e8a7ca24940,11349.7451
00e11ae4-18e5-444a-8b13-e7102320b451,134836.375
00e299d0-cdde-42e8-a5de-5067a2e27ca2,5265692.8
00e39e27-5af4-4c40-b550-fc68e81151a5,7151885.05
00e5b1fc-5774-4698-92aa-78b411bfa043,358839.029
00e69bd9-ff15-46b8-8b11-46127cc72c22,3270564.04
00e70833-3366-4781-baab-659090bf6b31,2549460.84
00e95dc9-eabe-44c2-8b9b-afb671c7277d,696660.065
00eab2f4-0c11-4690-8291-73ed5d0e8f80,221714.077
00eaf2ce-d560-4a52-a06a-2d7ae235f34f,3567261.56
00eb461a-cb27-44df-b0ee-789078aac651,739438.306
00eb4a91-49c9-4345-b2be-74a410ba5fb8,1250272.13
00ec5036-f466-42bc-bbf0-3d8dd2de2386,5743652.53
00ecc250-facc-4827-8369-61341030fa53,10078902.2
00ed1dd3-5f10-4d4e-91a8-bd0ca68769fa,66401871.7
00f0d9b5-f039-444b-91f2-f035ce3040ae,37210.0792
00f17361-2038-473c-b355-43cf7cc5f48c,1547659.67
00f2ce04-c0bb-444e-8d29-674d7b6fa624,776424.302
00f52f58-251a-4d64-a179-5d2559261c5a,22178.7439
00f5b634-d9ac-4c28-947e-46927cdbd8b9,48438.9625
00f62341-58d2-4450-a0e8-1cf1f2647423,145111.217
00fb160b-381f-4225-8244-346deaf63c4a,1871410.59
00fc635f-3bc3-4e00-accb-3d1593d5a394,318420.068
00fd80c5-a056-4341-b7ef-24a54fef49ff,94608.7137
00fe7531-1b65-47ac-828c-267bad6c807b,8379.57344
00fe8e91-5a22-4c40-b9c5-05aa321f5afc,3582982.77
0100af57-1a57-4a7b-ab42-b60c1ed5cd54,0
010248e8-7277-4481-97d7-c3383b7e755c,592386.636
010a82fe-9500-4c31-9744-4350779e0b8e,63865.4832
010d92f6-a0eb-4641-83e8-046fe662de38,2594844.82
010df112-23c1-426f-8940-633097787699,36948.5392
010e0208-8559-4e7c-a7b5-242c66f16ad3,6.48048524
01114299-60f3-45d0-85ad-ac87c388c07d,1758022.47
01164528-9d95-4220-a7ad-a70f54f13fdf,61136.4409
011b7e16-1d62-40e7-91ac-6b55ec0528ca,1897202.45
011f6a36-7ef3-4019-8550-5c68511db416,184427.894
01203554-ed40-4fb9-b101-107463db9905,55985.7812
0122e21b-e971-40c1-9328-80e30f37662c,15441.9896
01265e6d-b4bb-40f6-bd3f-5640bd250efc,1213017.73
0129ea2c-b712-4f9c-907f-30b1acccbbb6,5.23958411
012b953a-a7ee-40e0-964f-0aecd6ecd914,6557710.64
012cee3e-6eba-435a-9e29-ee1fcfd0b436,21631.8722
012d6212-8de9-4079-8fe0-694ad7309007,160402.463
012f9d6a-a342-427e-b84c-22ae5c7ceb2e,1179278.23
01318b82-4aaa-4f99-866e-237c24634a8c,2474363.24
0136637b-e689-41aa-bc86-9d81eabd37f2,7511028.51
0138ee7c-5052-47e6-b7a5-165b99372292,4328759.38
013cd9a4-9201-4405-8972-e56bc886de2d,0
013d2eaa-a0d0-4a46-a55d-d3723b8d764d,51445.8965
01403c5f-b869-4e6e-b1d0-95bfaa94d766,59084.0047
01413496-6f0a-451a-bad2-12ba0689e09b,150906.713
0143016c-906a-46d7-a40a-67bd1cada269,140713.873
01433219-42ae-4736-96fc-6c6662361bc1,1535.80968
0144352f-34e2-4e90-86ad-8a9c78718423,0
01456d7d-5c9f-4acf-8ca0-1829a95365b6,22814.8265
0145efd6-f142-435f-8848-423aeb279993,2095213.16
014e8394-b095-406b-b335-fc3eaa764d0e,846274.487
0151091e-cb53-41d4-b666-75ede8ac0085,462070.427
0154d88a-05bc-497a-a029-d356d4114a4a,101797.121
015874a2-c8a7-4c0f-aabf-e9c6cceff47f,65526.7353
015a50e2-cea8-44ea-be10-8e0500f3d597,6852.38359
015a5214-d1bb-4ddf-b65e-348f17f9b56d,22290.3929
015ba1b9-0e14-479d-9a5f-2b64a5d9fff2,1799363.69
015f6144-2e47-4c40-944a-b13622d86173,34654.2542
015fa999-3cc4-42d7-b4bf-4703ce745600,662540.206
0160aa0b-a876-4443-a92e-8e5498381115,40929.9718
01620e38-2961-4423-a734-7df36cde6052,364099.571
01663d65-8914-410b-8d80-ce297dc1d99c,130151.159
0168b019-8bc8-4e74-8f8e-10c5656ef28a,30571.1291
016bb2c9-06bf-41df-bb50-5e2ca5c11534,114894.655
016e7a37-7090-49fa-9ca2-8b8b69e1e87d,667939.017
016e882e-f249-4998-a179-3586490b03f2,13146.2556
017000e3-9bf6-46de-82fb-87f0d38405e6,316602.971
01707da9-7552-45e6-b6d9-34280f1f487d,88060.9803
01746657-6f04-4910-9223-2d0cf5e28975,9930643.95
017594c9-f5f9-497e-baee-3247d5e0da9c,0
0178195b-054a-4a3d-85d5-2f6320421b1a,35347.6007
017e14f7-ff04-48b7-9372-0f967b0bf9fd,649283.926
017e8f69-1523-4814-a719-edcebbdd83af,1687068.55
017fedac-fe77-48fd-92a3-524e176ed1c5,1394175.11
0180cfde-8712-4f32-b963-34393905ad61,25402.8913
01865b17-4090-411c-9be2-58ffeaba7b89,477814.147
01875dad-fa56-41be-a376-cedb21d42829,52287.186
01880a3f-4a2d-4bc5-a222-f4e61e24896c,12.5205808
01885d1c-6a33-4868-b8f4-32ef2d5b1264,698690.27
018a6ed8-571d-4265-8c91-6088821be727,2414031.12
018c0265-d4f3-4e51-9765-13fde37665ad,31556.3102
018c8871-9c94-4858-848a-a8008721522b,4683344
0190aab6-7b28-42a5-a644-2607a1f08d24,115555.995
01912fb8-68c0-4e78-a502-9646bd7a9eb3,758799.973
01919af2-f686-4120-a2b1-b630cb316a74,182529.09
01934882-d0f2-4488-824a-45c7d4767f4e,310631.895
019416a1-ec94-40ee-bb97-0702bcd0be9a,285.781871
0195a1bf-a20c-4a2d-84bb-4d5fa1244ef9,80854.3239
019af1f0-d8f6-4cb8-a833-18eb6335fb63,18371887.9
019deedb-a1b5-4032-82a6-7140a7386aa8,326510.294
019e10d6-dca9-47bc-8a5c-d14116744b0c,100.140817
019f2686-fdcf-4f38-b7db-31f5a2a2bd0f,1478263.54
01a1efcb-b630-4576-918c-ad7a4453bb60,4692790.62
01a5ee38-59c5-43f9-82f0-af609e6ca45f,97610.028
01a9d80d-ab39-498c-8482-094c58210afc,14956.3304
01ad602e-be53-4ca1-8ead-14c8c9d9b61b,1596779.69
01ae9fc9-fa0d-4f93-8093-5bceb36b2f43,435065.656
01b03483-e54f-459e-ada5-3e4fc1651370,36732.5429
01b57495-5fe4-456e-a38b-be3faeeafbb9,214506.207
01b7a3c9-7047-4011-af85-f34c9315e335,45890.0176
01b9f2f8-ea5c-4d3a-bc94-91e9de54ddc3,6289267.06
01bcf1b8-2a78-4cba-a405-b6b96ae5d23f,2209262.85
01be3037-d3c4-40c5-b0c0-d707a3607682,102988.528
01be60c5-85c6-4041-a419-642c00058f46,181.2708
01c063b8-4a0d-4c62-a542-95bfb113702b,41813.6435
01c17307-5a67-4250-882d-314e270a5b53,909911.345
01c2e39a-5564-4182-b788-3110808936d1,38173.7795
01c84e72-389b-4356-899c-ba5f33e26c59,14960.5059
01ccc414-ee04-4174-8125-7c6746bb0caf,2284858.24
01cd6710-902e-421e-ab72-9f7813578d9b,754197.271
01ce14de-b027-4bb8-9b89-09187a95bf57,77676253.2
01ce54b6-0850-4011-8746-fef26949772c,2940163.79
01cec7d0-e0d3-499d-8081-6abfd7aa8b67,501595.168
01d4a78f-e993-4f6f-ae1a-a9185971a017,81961.1213
01d58e3e-ed63-44b8-bf49-b80cafe59f04,362425.758
01d85b90-cf29-413c-b3a7-46c18b3c7968,23581638
01dbcb2b-1b3c-428b-8b1f-7d06e43f27f1,70198.6267
01e2b339-5a1f-468f-86b8-fe4632e38d22,71522.9722
01e374d8-5f63-45ef-ad61-65d070874511,122.627141
01e9f533-f48b-496d-9a8c-8956414a6392,14958.5237
01ea014e-a0fa-4384-a839-7a55f7f3b899,137597.615
01eab515-1cde-4166-9d2f-846edde0446d,949.667134
01ebccf4-f07d-4812-8ee9-9eb2064554a0,19731.2234
01ec577f-5fe2-4a6b-9b1a-419a29217a9c,440007.64
01ed383d-8a20-417f-8e8f-d6f021166916,16032564.3
01f19587-c2d9-4d71-b7fa-690ecef6fefb,8699811.94
01f37f69-22ab-4437-88e4-abdf0292ae86,31971.8821
01f3c77a-0dce-467b-b899-ed5962a387f6,281879.043
01f47c78-6981-4a9d-8ced-11633ea65407,486644.068
01f63cfd-b139-4bd7-a438-cb5fcd77785a,780579.434
01f6650f-526e-492a-b734-a0661a3c42fe,45930.6589
01f7469b-9d7e-413e-8ccc-681e1e5b3382,1935108.15
01f7c0c3-7bf5-41a8-8735-a9549819f1ea,3525243.93
01fb1a37-2fc0-4d6c-9e9d-680f53c471e6,3068684.23
01fd17b1-7259-49e7-9872-9e96856015ee,2049463.5
01fd2caf-f553-4149-8b8b-ebaf5451f42d,1821647.3
01fdbd35-f1b3-4f6f-bcbe-87a79fde490a,15123085.1
0200d162-e70f-42ed-b814-ea84e6491aff,399769.091
0202154d-fa4b-4abf-8e4e-39e4b89796ce,47151.5226
020b1d39-1e5b-40a9-a410-a0ca36cdfb43,483238.363
020bbaed-3835-4073-bd15-637ca1654145,149609.901
020c2869-f42c-40a7-85cb-8d38e286ecb0,86684.743
020cfe4d-5de8-480a-8779-fe7dee366d1b,226611.677
020d9fc8-1724-44be-9db0-bb4706751ba2,1289.30951
0212945a-0fbd-4c65-9801-41a9ab88b4f9,8376.38251
0212945b-7af5-47cd-b8c0-7f2d749a5881,1615557.77
021749ce-7eaa-44f5-b5aa-b3028583ace9,344.865756
0217dea9-614d-465e-ba48-ee965d51658c,371.888359
0219153a-5bd6-4bc8-979e-73a60f16900d,27106.91
021f66bd-db1e-4bbc-82ae-9dc8e3a0525a,0
02204222-44c6-4319-8e4b-ce97e81dfe13,3970951.37
02205509-88f7-4f72-8321-d6fc31f7d355,77561.0775
02228d26-c4c9-476f-8a24-39153138065d,2718914.71
022409e0-4f51-422e-a37c-5ce6bb85dd06,1312746.81
022c7bd0-7018-4c1d-93ab-0f1f37f873db,502497.368
022dc0f5-36ae-4f85-b445-106d5beef106,358079.509
0230277c-7a05-4442-9e2c-9ed9d6aa6a46,55117.4086
0230c9f1-d563-4817-9bf2-8c7c257a9f03,1090269.46
02315dc7-66c4-413c-817a-a2179605ba8c,0
0231f904-5812-4f6b-b6b3-362d1c7de712,17081.2975
0232c0ff-a003-4bb2-8f41-bbde3a624f35,78938.8717
02338c8c-f10a-4cf7-96bf-731eeac4751e,1388511.6
0233b665-6fe9-4a40-80f0-7d545d94dd74,2100837.67
02372493-cbea-470b-8640-7f7f5267d4ec,89211471.6
0237cb6c-abb4-4725-97f5-d08aace94915,209685.195
023a5f5a-f192-4700-a6ee-47179c9572ea,1151221.7
023a84ef-9417-453d-9ee1-230709c95f5d,221485.457
02424cc3-ac1e-4b60-a43e-a43d05c97c96,60770.3172
0243ea87-4a6c-4c26-9c46-7138f9f3d54c,20832.3006
02444ff0-8d1f-4db3-9edb-25b1adeb880b,0
02472f64-ef84-467a-a193-6cfa1f87cc1d,1389704.07
0247e6b7-4f56-465e-a5a4-091006c36c83,1554484.05
024b0235-9e15-4d5d-b270-1c5bc5839d49,359068.668
024c2d8a-41b0-4405-b612-22c54a0053cb,109695.592
024d69e2-43df-4665-9169-ade963a7855f,1429460.42
025224c7-9a3e-4344-9a59-9bd5a63d881c,71199.1925
0252fc27-08fd-46a4-aa26-799a6521cdf7,98.3964168
025417bc-a4e4-4fde-a6bd-11e8c21e09fd,82.7088138
02564af1-4e77-4006-814a-4af96b44044e,34961.4673
02589fd1-495b-4655-b520-67024194a1c1,346565.614
025cd1ce-8d26-41a0-a1d6-c72c7aa22f78,23675.9649
025ce73f-2bb9-4c87-b9d0-77be581df921,19929985.1
025f7297-86dc-48e2-9802-c8b0fdd8a775,56399.3957
02623704-18d0-4e0f-8511-98ae9ceaec95,9994063.45
0267ccea-ddfc-4135-a774-2f9f5b4b824b,223482.172
02694e83-d295-4021-b7b2-f4072ce6e25c,372168.497
026daf86-6516-4f48-97ae-6961c7f8f01c,1302274.95
027d7ee8-70e1-4b8c-9bc5-fdaafb6d1833,26610.3097
027dfc97-baa6-4e19-933f-bd3d18e4b594,17256.6042
027f8f5b-df80-4eba-8c12-aa71cdb08f01,7913305.51
02805e6f-4d46-414b-ba91-e88134a3cfcf,405265.864
0281b7bc-0345-4c0d-96f8-8128e483a7bd,4620593.12
0283dc3b-b40c-4c2f-a469-45bbfb1e7b4b,0
0284a95f-45c5-4fb4-a72e-f296f315c67d,2833240.89
0285dd6f-9b9c-45d4-8434-246f3cee5d77,114140.466
0288637f-d444-4803-8a87-2e270010d833,44652483.6
028bd06d-3d93-497c-a732-d399b26fdf0e,0
028c0534-82a9-4013-9990-8af979b03c87,17587742.4
028c50e6-4e11-4b5d-99c5-92e7de37217c,1186862.68
02900d87-2301-4b70-9bde-d7b5b0081cce,10108548.9
0292877f-3531-457f-a0df-735852bbb7dc,345318.289
029566be-d0dc-4e07-a687-b3c50cb13c9a,175238.407
0295ec5a-832d-4120-b49c-6e4c5470acc9,724469.326
02970744-01c5-45e1-a329-b8b44ba75704,155909.922
02985792-7455-4b95-9059-ba21a784dce5,8180.90132
029916fd-cee9-457f-8501-4a1d2320b012,43270.6944
0299f057-ef56-4b3d-b9d1-447214013cf7,127701.954
029a7f64-da6f-4be2-b25f-8733ee783766,27911.7769
029a997f-fa9f-4559-b710-2cfe3cfcadac,1251793.27
029ba9cc-9f76-45e1-827e-307362936330,486364.001
029c5a4a-7378-48c2-9046-21199bc45de5,144131.279
029f2a58-0de4-451d-9c19-13c085c026cd,0
029f5f9d-8c98-4357-971f-6483f23c03ea,3029.89251
02a0221e-95cc-4695-ac3a-06e334589504,8879596.12
02a13387-28b6-42bb-b43c-a454185787da,464549.686
02a3067a-b658-4bfd-8103-0cb362703b84,1660462.35
02a50b65-c887-4609-8145-9baabb5e8b7f,370.949905
02a8df6b-7aa4-4131-9772-2ea90a63f736,11881.4886
02a940b8-5b9e-41dc-8ebf-14f26f80b91b,180920.74
02a97f70-845b-48d2-a82c-f956166722e5,375092.958
02aa9b12-2437-4812-a172-b3aebdb33bb6,632560.271
02ab7d02-e5c5-4901-8692-61c4fe34020d,99.6954327
02ad4993-f502-4cab-abcd-ad6630b9eeba,448231.315
02adfa47-df88-4e44-98da-be9146fb46f9,74679.7027
02b30d7d-0f47-4902-b95d-8c083aa0758a,421953.62
02b3e84b-401f-43a2-9607-b1ec1f76011e,29764.5666
02b906b9-181b-42e6-86a5-19bab780c8cc,16576.0205
02b9121b-d457-40c4-83d7-34d5d31adc38,2189581.22
02bf622e-b56f-4b79-a2e0-d4a0689eab9e,804837.849
02bfdb39-8d2e-47cb-a156-c53308b3b579,0
02c07b9e-0472-4aec-b1f1-20f633fcf3c3,3343857.77
02c25d10-791f-4829-b066-a74130864e49,745388.653
02c38da3-d20a-45f7-8f88-8d6ed2f1c30c,247759.807
02c3ca44-a6e0-41e5-bd6c-a2c561f9c76e,540844.783
02c546d5-83ae-4b34-a745-19dc5d2901e7,355070.154
02cb4dd7-5592-40d6-9781-e5ea514f2c21,150.443164
02cc5f2a-ce2e-4fad-a0be-b59f9f84a877,1579932.17
02d0ef22-b731-4881-8bf7-5df9a35a4e09,81928.8924
02d11554-6fa7-4b27-997a-a27bc28a7876,80756.8903
02d5980c-acec-408a-9162-ca7f98c2f7c4,11420382.3
02da4b60-bf30-42cd-82c1-7f5fa50eef6c,43836.4503
02dada65-4d59-48df-bf4c-766c8f41cd83,6990967.96
02dcaca0-8524-448c-a141-a5382f127c94,307847.416
02dcda46-8bbc-407b-b9d5-e0f34b1e3402,124647.709
02de5685-3eed-4e14-9375-5133cc2648b2,9304167.22
02e04eb5-3e0b-47cd-aced-3530b70207a8,233503.478
02e3340c-d5e9-44c0-8a87-7e732ceae709,29892.7242
02e3a818-3813-4870-b453-b69ce0356bd3,767596.215
02e41265-b995-4240-afc9-d3bd5e7e9cca,3802709.18
02e8fc36-cce4-432a-a768-e313015af671,656.176031
02ea34b1-acc2-4858-b748-649d488fc3a4,1521063.76
02ed0b10-fb99-4281-8504-bf496cf6acf2,127778.189
02f044f3-a0a0-421a-8e89-4dc9d2b891ba,76177.7694
02f2052a-f67e-4609-997a-084ea7027392,75663.6276
02f402bb-f4bb-44c9-8648-d90360d678f2,132.371202
02f63f80-e609-4273-bff6-0e3a78d90e89,257243.548
02f7d71d-5961-47cb-8c0b-f094823db12c,6053804.67
02f9efd7-99f2-4c7b-89ec-91c873dbb16e,49764.7147
02fbc0cb-2403-48e8-9a15-7edc2d0b8565,43332.1134
030058c3-ea92-40a5-b486-3b532d3fc915,850694.966
0301143d-7c4d-437c-af04-07cde4818e9f,19688863.2
03012531-781d-4c9d-9fda-d47184cf1ef0,11415482.8
030210f2-6ddd-4f51-a724-98feaf490a41,260268.106
03047e15-5444-4242-9632-a8e34b4cccb3,1881.26829
03057452-2d2d-4576-b76a-c20e6009a14e,797065.393
03068e3e-f2a5-467e-8a00-2c629378842d,1457076.09
0307b4aa-2d7d-4302-8342-1341ee47c867,279933.809
0308dc9c-2426-4861-87c7-6aa820652e8d,163985.723
030af81c-31a8-4f2d-b37f-ffa7def853a2,1674018.92
03166dea-1b14-434e-8f5d-115ec68ac6b0,177993.997
031939cf-108e-4019-a3a0-b8f2bb35cd43,378.57205
03195600-03fa-45bc-81a6-7e5dee435aae,406972.909
031c3dee-69c3-4fa2-bb91-0eb31df6fae1,10458.7163
031dc027-c7fc-4e4f-bc1d-665ad0604cb0,439361.737
031e5720-9e1c-4571-b49c-4a1408c2ccb1,100410.383
031fcb31-fc01-4547-b672-222cfc7750b7,239011.899
0320ee4e-ee86-49d1-bdb6-7cc0338f46c5,93887768.3
0324197c-2b56-46d2-9245-72ac81cce158,24922.4216
032b4b18-9d98-411b-846c-5c9cbd9cfdc8,42456.2494
032c21bf-ac93-492d-a2e8-bf8c11db358d,13580.4515
032d58f4-9527-4a0e-a8d2-b71779a2f5cb,192251.625
032da996-60fe-4b71-90d5-315eb096a951,250158.635
03300465-021b-4894-9f4e-02da33c92a39,4528129.94
033085f4-00f6-410a-9777-ca4fd4576fb3,209942.976
03337854-1558-49c8-b696-fa8d082cc04b,70713.5164
0334493e-3a6d-4011-958f-4023507d9372,14357.976
03362f1a-a173-4308-a3a1-280d305f171c,26262.0597
0338c69c-126d-4ccc-85e5-e0812636b96f,267975.871
0339162d-c07b-4319-a6c0-ed4cb1a444ce,186071.636
033ac2cc-77b1-4125-8c4a-aa5989606bf6,688494.026
03409fb6-2312-4747-aa26-493c3cca7782,885191.844
0340acdc-2b8a-4462-8b6d-3c5f249e8fe1,102943.871
034127d0-f8b9-49c1-87be-e7bbef613561,737165.228
03419857-f5ac-4a25-a611-d7d4ea4c29a1,446878.661
0346550c-bcb5-4fd9-ba4a-801a326e992d,657118.475
03473a9d-e2cc-4811-9aa2-58e762e7c988,3109695.89
034bfcc3-eb6b-4a1a-982f-c62153cfce9a,3692.16163
034c91a9-b6c4-431e-9563-1a29f0f594ac,3271440.57
035017f7-5390-469f-a834-b8f8c5627050,242294.511
0352fc7f-7b12-4f9a-9461-6f205e01427f,35102.7135
0356d32e-f360-4a3e-85d8-28640e04fbe3,11842.0626
03592500-1f26-42a3-ac72-8461ad5f31f8,30975096.8
035a106b-884d-4ac7-980d-6da04e565610,0
035aa327-8132-40a7-8d39-c466b87493f6,24227472.7
035afa5a-b1e7-4d69-8bf9-00f93d5f00fa,3566592.27
035d3f93-78b3-4aa0-b3cf-ef157cbf7635,471775.69
035df0b3-500e-4722-bc81-82a80fbbc43c,136089.191
03617375-b987-4b11-b51e-eb216576abab,11326337
03663768-f660-45f6-ba5a-031a95f20949,505074.996
0368d3af-5c92-449c-95f3-24f77fc1d777,0
036c0f8b-7640-4188-8ea8-fc7ba7225cb7,574863.736
036c480c-7c03-4fd9-8630-5741272ed620,298853.784
036c9444-5f0c-4123-be2b-46fa2bf702e8,1875454.31
036dfe30-3854-4a18-b571-a3eb1828f3ae,176.959377
03724af1-6fd7-4718-8d99-920e6b4beaf5,7220.58201
0374feaa-aaa3-4fe5-b382-5a5cafca938d,2199940.97
0377c1d8-9a2f-4122-8a6d-bb46f078ae2d,168240.375
0378b2c3-a8c9-40fb-9443-fc14103dd7fd,77249.6917
037ad2d8-cc9f-4d31-9ffb-c3c6f2766f9b,321734.185
037ee20e-8cc4-47fd-a70c-c031dd83728a,621.316538
0380325c-0fa0-4cdd-8c96-cec563df35fd,39423.5673
038057c6-1802-41d4-ba85-d6ebda8ff8e2,3975799.91
038377de-a3b4-4865-95b2-5855bb2f0642,6270047.58
03881ab6-345d-47e4-92e6-75ff5ed32943,665.042725
0388fff2-3163-48ba-a5a5-563a849d8a96,377156.686
03899aa3-7893-478b-be48-8904df6acf3a,30934.2167
038b1f6d-2c93-41cf-84be-c34332d98c86,35498763.3
038cfc5c-815f-4d5a-8638-faa054f2ce70,5649.27186
038f6326-652a-470d-a64d-7253fc71ea7e,57615.8378
